time,sinkhorn_div
0,10.3510358798828
1,8.213339065120397
2,6.669043339835445
3,6.123957954048119
4,5.292646762865412
5,4.441748506079533
6,4.480271219490547
7,4.821177202564772
8,4.596889123953276
9,4.3635044023761065
10,4.1795419257651325
11,4.1799067644736265
12,4.453305531908008
13,4.640331939794244
14,4.358417145972899
15,4.774818233205977
16,5.070924883569534
17,5.484012254852915
18,5.304393372506697
19,4.869979425030431
20,5.266469463245733
21,5.022364001865688
22,4.529316667297204
23,4.2991604362413565
24,3.7412965864804484
25,3.566609070809002
26,3.343232016684276
27,3.4371950881281874
28,3.4009645384162623
29,3.244233370654621
30,3.44421258439982
31,3.6185383262064668
32,4.086242781078722
33,4.936167476811424
34,4.446555984431171
35,4.876907757848661
36,4.802579488657428
37,4.973675667551725
38,4.966139389484654
39,5.099996095543657
40,3.843939427616043
41,3.848187869761746
42,4.246851708669
43,3.903098826629868
44,3.6579038351943174
45,4.58348566437938
46,5.455925252542242
47,3.6857550420229184
48,3.739581576517838
49,3.2644402942266093
50,3.326376442210131
51,3.414296436806012
52,3.3603942744215938
53,3.620573168949401
54,3.2355524398569795
55,3.461350943711109
56,3.881766410540879
57,3.0949442706536976
58,2.9946167648768425
59,3.680495900244464
60,3.5692015407324225
61,3.346456270354802
62,3.0377145636485725
63,2.8130517206519228
64,3.817601402349926
65,3.1433007527911734
66,3.144978556597797
67,3.4693270366571487
68,3.704525582110776
69,4.825072079451188
70,4.485809840953941
71,4.837436228092755
72,4.508334600668192
73,4.566247942214197
74,4.3847519226539795
75,4.188263325367352
76,5.295062720023662
77,5.514179850902633
78,5.656463619013011
79,4.087537171547701
80,4.326404876978795
81,4.430014731079133
82,3.656699389366637
83,3.9101790542775956
84,4.049503606822683
85,4.709446913202386
86,5.426947515719947
87,5.179223869828261
88,5.49352351254509
89,5.120972516263791
90,5.27297071863527
91,3.6355976544263813
92,3.705049296474561
93,4.261898662849968
94,4.26733632395641
95,4.922109253168002
96,4.447942133643733
97,5.5032453498916
98,6.774260826186938
99,6.74186612067182
