time,sinkhorn_div
0,9.447048182387531
1,8.311159872001546
2,6.868236196945418
3,6.582850410357696
4,6.354578557240182
5,6.262853908627483
6,5.78399329180612
7,5.453906858515491
8,4.537639243771612
9,3.8669950186867763
10,4.510651803293151
11,4.340407807839546
12,4.5183846775816345
13,3.9094603507088608
14,3.6943226430090554
15,3.814330865216181
16,3.790923426517636
17,3.5633915906473006
18,3.17287876426282
19,4.000547371605657
20,3.4714924736353434
21,2.89681541933024
22,2.5920860744360237
23,2.4962712136763114
24,2.4506100926508876
25,2.587446619487542
26,2.484278551064877
27,2.521174310579773
28,2.3984328279232283
29,2.3263060357315637
30,2.2938787938684713
31,2.2417292641712008
32,2.450552983061278
33,2.298194973077207
34,2.441368456738728
35,2.540543250613881
36,2.704169011127257
37,2.574839770322509
38,2.4473086853379504
39,2.494463894415879
40,2.456214562856894
41,2.4533609653381863
42,2.374426220298468
43,2.241579830752025
44,2.4777086175105687
45,2.4875329058593687
46,2.3823958235837916
47,2.256275643918879
48,2.2936107250203697
49,2.350468073553632
50,2.26913422412728
51,2.649352779164756
52,2.566595015413326
53,2.5755251635960867
54,3.244780383797139
55,2.897766364610789
56,2.8290616165306393
57,3.066752381439914
58,2.8891122519715613
59,2.920482772998391
60,2.678452899671842
61,2.6589358943343187
62,2.837074241121263
63,2.6254371097480953
64,2.4976168717999085
65,2.578274624268519
66,2.435762715507425
67,2.260404794781942
68,2.24969554536708
69,2.461915902511956
70,2.5791296648648814
71,2.4285633884425066
72,2.516837260378003
73,2.802611281187372
74,2.9980126792125543
75,3.0743633076320784
76,2.5902355237235426
77,2.5637199475234875
78,2.8517783723404473
79,2.9417800564475747
80,2.6626809752660385
81,2.557715811326346
82,2.912529836346303
83,2.5201269584040027
84,2.5644492202345557
85,2.5091213720467698
86,2.5144184133265073
87,2.377528099912858
88,2.506902511776684
89,2.385590081942516
90,2.36909684834993
91,2.395460337476718
92,2.526636133672108
93,2.4157317973188057
94,2.4536687163358355
95,2.41082348853733
96,2.4573787085714094
97,2.7903852985637876
98,2.5467430033735114
99,2.7531509554069236
100,2.7120822391418917
101,2.442357431895315
102,2.3578718841537
103,2.232162660783384
104,2.2525208444932776
105,2.2767300703157223
106,2.3509487225559913
107,2.7232480603162754
108,2.4093650372369715
109,2.5668716357078827
110,2.2451503198675296
111,2.309220643621244
112,2.370866893492791
113,2.5668307668897947
114,2.5242345159493422
115,2.6667095915995342
116,2.5203392448354283
117,2.5731983622631884
118,2.791499593109861
119,2.8675546852757448
120,2.9043536818797127
121,2.7695252239554504
122,2.885025126382507
123,2.52548607028525
124,2.6726952793869936
125,2.526586593107286
126,2.565316768814162
127,2.6399962449769565
128,2.5833543858644497
129,2.7273393196587925
130,2.7282925339127857
131,2.5395117729020775
132,2.9951912168365875
133,2.9034479230595727
134,2.6397215973837724
135,2.6488941440363023
136,2.3193016033642895
137,2.3717841411170713
138,2.4737643731361336
139,2.3664403560947522
140,2.372340570525711
141,2.3058403623101795
142,2.4300431852859603
143,2.9458682398546734
144,2.48213814855523
145,3.4212644546197866
146,2.7556415258177243
147,3.847713628815502
148,3.3745236943721992
149,3.3181546009415404
150,3.2670598870361953
151,3.2174680064166066
152,3.0746170425755617
153,3.326268210950771
154,2.8243087395435733
155,2.5221082652765174
156,2.527498738697013
157,2.56826013873756
158,2.817136884034688
159,2.5154442574154383
160,2.661317367453581
161,3.02512976628181
162,3.1326027512195416
163,3.0887409079466894
164,3.039820716239272
165,2.8956053024270845
166,2.6531414916623413
167,2.429761290579636
168,2.434446525257513
169,2.286492998444035
170,2.256514971699697
171,2.3567880759829074
172,2.285313996959119
173,2.306046424709407
174,2.3354164996956714
175,2.265994232608092
176,2.3232692798704053
177,2.562198248983858
178,2.3838246681589124
179,2.4603943240459167
180,2.457171170809777
181,2.345444537162262
182,3.032523762609054
183,2.4323034401934724
184,2.4601626190461676
185,2.3910039464263066
186,2.3022554658312684
187,2.3067119435550576
188,3.1555871550749357
189,2.7809207164130627
190,2.7123200246987516
191,2.179961047218256
192,2.2583534094374436
193,2.221285700814358
194,2.225807677701565
195,2.415810455270081
196,2.270775248866668
197,2.5382021341295795
198,2.479352757070712
199,2.427857031451242
200,2.4158331540772062
201,2.418906774048323
202,2.4538561466400837
203,2.43434388675811
204,2.6002114943536134
205,3.088727940071893
206,3.305787392686428
207,3.105577306229594
208,3.007404250145215
209,4.449661782088116
210,3.391418645414747
211,2.9554865038684137
212,2.7585738646709648
213,2.635666927070198
214,2.8141073084625754
215,3.3066205803161646
216,3.8046984035954514
217,3.584511068034634
218,3.0485914823981077
219,3.0523499425547467
220,2.540257850384809
221,2.338924985422333
222,2.454479548182773
223,2.3029307766182967
224,2.2657912620837255
225,2.836887337169727
226,2.7871849942658526
227,2.784298800914632
228,2.6573332429028675
229,2.5109738777530723
230,2.430497896025217
231,2.454882921274562
232,2.408237973693516
233,2.599798113981059
234,2.5252505187594987
235,2.697765704513228
236,3.1474736633895697
237,2.783634321038624
238,2.7702869842266495
239,2.777252238680062
240,2.741882568098501
241,2.6320239054803007
242,2.396330563460008
243,2.380176424331525
244,2.385434968259032
245,2.357969459077065
246,2.2654800894861458
247,2.535405268731014
248,2.35446383420817
249,2.171407415978911
250,2.150302258026253
251,2.1437350881519452
252,2.1256951709662855
253,2.1346732605604557
254,2.1808713480466833
255,2.1902145980831964
256,2.3087009463135924
257,2.313501708126324
258,2.531353418568752
259,2.570499958286905
260,2.6729048144186014
261,2.7067009530299613
262,2.689436724799079
263,2.6619748524453173
264,2.8183559066106083
265,3.301581471971342
266,2.7401168265114006
267,2.607293583717713
268,2.438292447901383
269,2.3965141213707555
270,2.6907396529134404
271,2.4497468856541023
272,2.6090783961409576
273,2.7522554684984084
274,3.0019243744048576
275,3.178619130298641
276,2.877484947715385
277,2.8012336567747096
278,2.5237254636874535
279,2.425899877427243
280,2.511459693185783
281,2.4581598985776125
282,2.3321599621292575
283,2.279052407459303
284,2.3325843857917765
285,2.4347710616566527
286,2.3882880662815205
287,2.472047752005572
288,2.822789422765123
289,2.6742120527071593
290,2.9255750759194865
291,2.6848258975392905
292,2.5066691136179133
293,2.951984003442361
294,2.699862942925714
295,2.7401679011226254
296,2.6172523604369697
297,2.580833168641544
298,2.5603027227348445
299,2.661969209872703
