sinkhorn_div,step
4.226876640463021,1
2.8259949859890225,2
1.5406138891453458,3
0.8445868749350994,4
0.6495221887728253,5
0.6236812823130634,6
0.5359694725672224,7
0.4777967201615271,8
0.4642488705576885,9
0.4068791409832457,10
0.4308753066016756,11
0.4155671112809635,12
0.4106267587275294,13
0.42855706770017576,14
0.4199834810852311,15
0.4393095897196447,16
0.40121404113205666,17
0.4119199394989451,18
0.39377770205511087,19
0.3904211706132538,20
0.3891635919551394,21
0.36911921303089035,22
0.37941477353007935,23
0.3931132650079377,24
0.37028591667519695,25
0.37473477931204896,26
0.37729192308988724,27
0.36758021970537397,28
0.3928047443613926,29
0.3916621565132277,30
0.405733850079263,31
0.3966397114118922,32
0.4039265413227273,33
0.4093642394311505,34
0.42430512491704375,35
0.4328411186032263,36
0.396310219008426,37
0.39936471561475845,38
0.4019480696737398,39
0.4002075107354276,40
0.40102686700615,41
0.39262240472610993,42
0.40649273986657003,43
0.39394848691603884,44
0.3903233457185419,45
0.386366791735869,46
0.402972147406901,47
0.3935412073481593,48
0.3963745617857409,49
0.38353688795798224,50
0.3725607426691079,51
0.3699885673746715,52
0.379008809517726,53
0.37480916173346535,54
0.3916136017983835,55
0.43421968829341784,56
0.45035073544986914,57
0.4095744385608541,58
0.40754352605242616,59
0.39842064136868977,60
0.36958211656494494,61
0.3777791063718253,62
0.39491002779006223,63
0.37234049411523906,64
0.3716179929471396,65
0.36410714233708913,66
0.36299143132751843,67
0.41834965626657095,68
0.40760468889687756,69
0.3958762973729951,70
0.382794580087791,71
0.3894036801704706,72
0.40089184920261245,73
0.40190080355286834,74
0.4010169485908798,75
0.4074418402462361,76
0.4160219543940392,77
0.4115868832829637,78
0.4349460721653625,79
0.4051972239874041,80
0.3908760958880716,81
0.3760294155683765,82
0.4218978795844402,83
0.40263697760296785,84
0.392870968656691,85
0.3768893866535224,86
0.3784579455990641,87
0.37539496491108537,88
0.40002702684211017,89
0.3854790068463914,90
0.38435297377496946,91
0.374934880650199,92
0.41759580097380544,93
0.41823315868419997,94
0.4012481602913899,95
0.3973392169438301,96
0.39178839947754174,97
0.3892995395658193,98
0.4087202740766032,99
0.3845188944709106,100
0.3860255320022381,101
0.3902967685454293,102
0.40643407314522906,103
0.4030521911051402,104
0.38930754743615503,105
0.38972458137756183,106
0.40683645384954303,107
0.3860924081309599,108
