sinkhorn_div,step
4.102225224316641,1
2.292467517223,2
0.9781920716815208,3
0.7455678075157588,4
0.5919442566847456,5
0.5491835146681983,6
0.4333630601948683,7
0.4185194590836481,8
0.41713941052266906,9
0.38543587984286454,10
0.40401096593367214,11
0.4431535709975168,12
0.3861598908044289,13
0.36145621137959216,14
0.3537798268130889,15
0.3726780382412508,16
0.3601419150820887,17
0.3764351362635091,18
0.36703184861499916,19
0.37028568476989665,20
0.34713403601779014,21
0.3498409018871269,22
0.36758884415881266,23
0.3970920942325608,24
0.3995323254783009,25
0.4330233068169784,26
0.4453701063801869,27
0.43433634297672474,28
0.39635023270888725,29
0.3711155116858068,30
0.3908636500383856,31
0.36233443796958953,32
0.3553359306736377,33
0.3591742961570347,34
0.37639829047652346,35
0.3656347320728666,36
0.3724156539076534,37
0.37429092575924505,38
0.36718968763412796,39
0.40281131196341774,40
0.39030936063334093,41
0.38955991959081426,42
0.3737500484166363,43
0.36597998052542463,44
0.37948922735269425,45
0.3547914143211921,46
0.361676348527315,47
0.3394692173396365,48
0.3485833517022063,49
0.3772355164391515,50
0.38628888659402516,51
0.38379803187743605,52
0.36435612320813254,53
0.378785600348288,54
0.37549108139949083,55
0.4177138797765908,56
0.4119368005890747,57
0.4302871621489165,58
0.4086097323071554,59
0.3945330136737419,60
0.3732473091619625,61
0.3690332606463298,62
0.37332828160654213,63
0.35871284503618195,64
0.35967218276396007,65
0.34844430439655455,66
0.3576109360803288,67
0.39004965542761905,68
0.3699627343561479,69
0.38439953651083775,70
0.3840543709476879,71
0.36292716900657424,72
0.38431335041850523,73
0.35523187702979325,74
0.3655598941201113,75
0.35857018446353195,76
0.34875766511238515,77
0.36898001314616724,78
0.3560413717581774,79
0.36638800065036975,80
0.34828929924390645,81
0.4063611968362492,82
0.3802448260668903,83
0.38654138685853107,84
0.3754142723444654,85
0.36606329634177254,86
0.3516828392248267,87
0.35607859893979,88
0.37380750557838577,89
0.34816341522267513,90
0.3564004588502056,91
0.3697895560167357,92
0.39060688453549425,93
0.37999920454656355,94
0.38815009446095916,95
0.38930522864559897,96
0.3931589837587592,97
0.37888589280175183,98
0.3715151597029604,99
0.3691367171394434,100
0.36253416446693115,101
0.36949360549401844,102
0.3668504161307148,103
0.36778236064178177,104
0.3541300669702453,105
0.38095291887606203,106
0.37479918802379836,107
0.3758375600374252,108
0.38462977614731053,109
0.38131066168248706,110
0.37393029761892616,111
0.39756908511508027,112
0.39937248746779125,113
0.3959198367564174,114
0.3806883222236158,115
0.37322866911795327,116
0.3633711421533631,117
0.3632387142124131,118
0.34917885191079945,119
0.3553294827340461,120
0.3837730172990056,121
0.36883235135245884,122
0.3836647390370252,123
0.3808951576094395,124
0.366664361693262,125
0.3814845600270919,126
0.37967437884534816,127
0.37641348250929785,128
0.37187975723412,129
0.37172640063253737,130
0.36110138428205,131
0.3641666407152055,132
0.3516498892500878,133
0.35637062262418817,134
0.37244297311394015,135
0.38946377495066814,136
0.3965320851502832,137
0.38863686486328447,138
0.37504866839450673,139
0.37150797296450533,140
0.39320976943851504,141
0.35482674795696967,142
0.3747934908030305,143
0.3706858973162024,144
0.3540096463280094,145
0.3611103362088167,146
0.3544561548056954,147
0.3917677358125309,148
0.3799083952358021,149
0.3954736578202133,150
0.4366124611557984,151
0.39610210693669956,152
0.39031114854944987,153
0.40618686114845753,154
0.42257080496320826,155
0.3682162360528645,156
0.3839292823004807,157
0.39511810493889177,158
0.3770770974916717,159
0.36584380475588196,160
0.36114178843750167,161
0.355261397038637,162
0.3893443842228469,163
0.41460372790738853,164
0.36295487417787164,165
0.383641032388164,166
0.40112110937771017,167
0.38106133381642515,168
0.3609663626321956,169
0.3460464307452842,170
0.36342128949860975,171
0.3688883568726804,172
0.40550164560531543,173
0.38807804225988174,174
0.3696432984990078,175
0.3761683042916916,176
0.4182483833008215,177
0.38896068681361823,178
0.40095660572354364,179
0.37190678563714136,180
0.3966510290400854,181
0.40165949016383673,182
0.38134586866478776,183
0.3790161779713188,184
0.35649685971758377,185
0.3543371306891894,186
0.3687164746372988,187
0.3603747289624709,188
0.37593968495145474,189
0.38009557458527576,190
0.35864590282440034,191
0.360295161090938,192
0.42719387547273124,193
0.3936907931676715,194
0.3681321747453284,195
0.3746382674067766,196
0.36052971381330673,197
0.38284764409930017,198
0.37411805444462914,199
0.3641724419549764,200
0.36662386849710094,201
0.37488998241635424,202
0.3913578174257669,203
0.36219159830158804,204
0.36478364803824237,205
0.3796199931992437,206
0.4075087555896598,207
0.41729053812398637,208
0.44855339307947795,209
0.42280690230155954,210
0.3939650872167573,211
0.4321483628523962,212
0.4112255397548658,213
0.39093662804294843,214
0.381799427867794,215
0.3670259833949507,216
0.37220965980972875,217
0.36618803841900893,218
0.3516302135593854,219
0.3534149941895962,220
0.36035128783855497,221
0.3708310586589172,222
0.3549876490516037,223
0.3507542959765101,224
0.3678320846674164,225
0.36786919771054255,226
0.3633824976659393,227
0.3483879674612237,228
0.3700650034016472,229
0.3629991418177725,230
0.35694137426514494,231
0.36258437282775324,232
0.36016311526268713,233
0.3576713359840401,234
0.3584172852345992,235
0.3529680171121159,236
0.3699177543261834,237
0.3690365795456963,238
0.35444283276984434,239
0.3415654409513656,240
0.3653202401107927,241
0.35981843411900216,242
0.3580734061960128,243
0.3400164840560597,244
0.3522984262932359,245
0.36096520560223017,246
0.3629904093977746,247
0.3608720836937163,248
0.3516194193209668,249
0.36693770775493,250
0.3807871142989179,251
0.36747143464056065,252
0.36345357779598847,253
0.3616073094754822,254
0.36828362361655437,255
0.3557213493037351,256
0.37262577797001206,257
0.36681733393696037,258
0.36550693790825883,259
0.35928927085092693,260
0.3545298067927688,261
0.3792148801924148,262
0.38015452532725963,263
0.37630764907901243,264
0.3529427300166522,265
0.3457582908931949,266
0.34731765213475,267
0.3494357582294996,268
0.36239847911603407,269
0.368619625578314,270
0.3702518026043143,271
0.381142876788382,272
0.3889739941111825,273
0.3653859948692776,274
0.374461279730902,275
0.35391923149040605,276
0.3692566781271349,277
0.3565844131699464,278
0.3609980123754414,279
0.3669672717403881,280
0.3638578145661231,281
0.36705441415479456,282
0.3771977138463116,283
0.38680591040471013,284
0.3662183517805,285
0.36585414456249743,286
0.41231242247381356,287
0.39656403042828076,288
0.3805629832744703,289
0.357232395509548,290
0.33837232959433383,291
0.34579016822722786,292
0.373614793141292,293
0.3674235267804507,294
0.42197626247261094,295
0.3721803393206262,296
0.39459553682407467,297
0.4060094522875432,298
0.3892668726510797,299
0.38871033560806045,300
